,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
C1_11130W,163.992736135802,-0.875460406040488,0.977392766010795,-0.895709930014786,0.370407705533702,0.925504331898851
C1_11140W,534.048453235965,0.112645803391329,0.496904328459844,0.22669515425731,0.820660795375741,0.98500176332178
C1_11150W,367.260486863612,0.161324188932277,0.695737641952842,0.231875033352316,0.816635076585671,0.98500176332178
C1_11160C,122.149184992736,0.48833516747839,1.47749464699815,0.330515693217941,0.74101033679664,0.98500176332178
C1_11170W,2656.95114401826,-0.178997219915897,0.328746911919936,-0.544483350035209,0.58610890288843,0.958588580221295
C1_11190W,438.449913688525,0.158763552941129,0.738692867572572,0.214924984266931,0.829825805417432,0.98500176332178
C1_11200W,36335.529232399,0.256320073530897,0.462239464101167,0.554517935912971,0.57922443423996,0.958588580221295
C1_11210C,1499.42248854981,0.333535781527399,0.406574915000861,0.820355042137051,0.412013736800101,0.944789224034517
C1_11220C,3347.76736151602,-0.133924671424682,0.403050562288956,-0.332277594811214,0.739679656462482,0.98500176332178
C1_11230W,226.508151946378,-0.637426884126913,0.928344392050967,-0.686627602412357,0.4923174298357,0.9544445184834
C1_11240C,1792.42704184079,-0.0631937684980772,0.497965150393683,-0.126903998097291,0.899016382204847,0.99222312892422
C1_11250W,557.575879612433,-0.782288301989796,0.724422657122452,-1.07987829245595,0.280196380960529,0.913703879686606
C1_11260C,112.923037454727,0.377901861888237,0.937338518237037,0.403164763354654,0.686827019752347,0.983650165304635
C1_11270W,7559.89928680941,-0.057192233706878,0.452847045458139,-0.12629481472937,0.899498560641674,0.992322189691365
C1_11280W,284.689673956901,0.525106130855252,0.659917378400966,0.795714960754067,0.42619772911324,0.944908240265865
C1_11290W,172.920288464263,-0.92939793876852,0.795674973792895,-1.16806229852647,0.242781636505933,0.913703879686606
C1_11300C,435.240910010263,-0.519707327150779,0.717033736787524,-0.724801777778529,0.468573644989042,0.95065796971965
C1_11310C,1354.56281708386,-0.337087091401516,0.516852231628892,-0.652192388410834,0.514277069601512,0.9544445184834
C1_11320C,121.936450026344,-1.01785535448001,1.53670740468012,-0.662361196009127,0.507739766140639,0.9544445184834
C1_11330C,1588.79053034594,-0.0346827773486185,0.474682607971802,-0.0730651950717328,0.941754237912343,0.994428109838497
C1_11350C,1125.04620215098,-0.421509646816411,0.546526892294465,-0.771251429269658,0.440557915705879,0.949301791831326
C1_11360W,672.521233318175,-0.546280328195649,1.05514227350681,-0.517731439552756,0.604645659369071,0.958957744114775
C1_11370C,4280.82879079912,-0.387328021881688,0.641345636482557,-0.603930236441583,0.545890025194296,0.955225413058429
C1_11380W,445.219157290012,-0.74811493139042,0.824508385235738,-0.9073466623102,0.364223505679458,0.923853714551221
C1_11400C,2651.18509522413,0.0292765624475002,0.57321158312582,0.051074617661859,0.959266061759176,0.995725418230805
C1_11410C,50.7448582901673,-0.598210983733572,1.65914109832361,-0.360554617288429,0.718432420415798,0.984676385341949
C1_11420W,485.953626999054,0.427597733019984,1.06581272353458,0.401194059310846,0.688277254203492,0.983650165304635
C1_11430W,293.137836669918,0.611284447390799,0.785776529276741,0.77793676015425,0.436606295780336,0.947696542934739
