Geneid,Fluconazole_rna1,Fluconazole_rna2,Fluconazole_rna3,Fluconazole_rna4,Nodrug_rna1,Nodrug_rna2,Nodrug_rna3,Nodrug_rna4
C7_02870C,463,548,637,417,216,472,305,1392
C7_02880C,28,44,5,59,21,24,0,0
C7_02890C,8401,11285,11039,6219,8354,12183,9997,10140
C7_02910W,116,260,250,176,636,665,557,1134
C7_02920W,116,211,288,144,143,107,102,0
C7_02930C,888,1488,1685,1181,808,1378,1405,875
C7_02940C,1025,1460,1516,988,520,1026,759,569
C7_02950C,883,1222,985,458,359,909,480,871
C7_02960C,211,416,258,438,187,417,373,178
C7_02970W,654,1186,1090,782,1322,1413,1367,1872
C7_02980C,969,1338,1129,978,798,1088,887,679
C7_02990W,1404,1985,1536,1252,569,1062,1014,819
C7_03000C,549,844,1044,748,769,1364,1642,347
C7_03010W,2931,2988,3232,2165,2924,3359,3612,6210
C7_03020C,1257,897,702,1176,731,885,709,982
C7_03030W,873,893,660,883,508,1049,662,3671
C7_03040W,77,284,307,261,304,435,428,106
C7_03050W,679,954,1123,844,1119,1110,806,1736
C7_03060C,794,1601,1669,823,812,1489,1295,1512
C7_03070C,6011,7386,6415,5272,3558,4794,3922,4700
C7_03080W,87,144,125,58,66,188,146,27
C7_03090C,185,176,299,187,232,155,179,422
C7_03110W,39,38,121,38,32,68,39,0
C7_03120W,1208,1297,1615,951,1078,1535,1090,3494
C7_03130C,206,358,325,239,200,223,193,556
C7_03140W,35,54,80,65,10,96,21,0
C7_03150W,45,64,20,77,36,35,20,0
C7_03160W,1494,2546,2105,1826,584,1124,1106,567
C7_03170W,622,1040,728,648,331,687,459,2
C7_03180C,1467,1874,2193,1951,3193,3749,3422,2549
C7_03190C,138,194,76,169,287,350,201,544
C7_03200C,258,263,321,278,1410,1328,1542,702
C7_03210W,247,442,381,331,464,383,360,848
C7_03220C,2141,2400,2120,2372,2505,2836,2406,3690
C7_03230C,204,86,96,112,136,92,95,933
C7_03240W,4023,3756,3491,4424,2157,1471,1095,2626
C7_03250C,15180,20602,21446,14443,10990,16880,14819,23710
C7_03260C,722,1028,1305,1011,745,1033,478,2362
C7_03270W,945,2321,2059,581,1235,1957,1852,3076
C7_03280C,1296,1356,1641,2245,723,289,239,2728
C7_03290C,406,942,657,503,525,626,541,437
C7_03300C,738,1178,886,516,769,580,433,221
C7_03310W,1506,5232,3674,876,321,246,165,227
C7_03320C,1554,2800,3024,1610,1336,1896,2080,2029
C7_03330C,3083,4295,4977,3529,5077,7356,7040,7103
C7_03340C,199,157,160,145,587,504,438,1434
C7_03350C,318,387,341,192,777,703,600,365
C7_03360W,16235,21136,15613,18219,7456,12125,7990,12582
C7_03370C,1636,2683,3146,2587,1730,2782,1998,3317
C7_03380W,321,476,673,402,510,377,362,317
C7_03390C,2246,3015,3003,1887,1440,2362,2262,2019
C7_03400C,1865,2530,3433,1660,2239,2518,2792,2428
C7_03410C,389,722,610,392,772,884,688,963
C7_03420C,551,879,1046,558,1635,1729,1638,2568
C7_03440W,436,587,746,503,906,1124,1001,2968
C7_03450C,1110,1968,1651,2206,1564,2417,2053,4381
C7_03460W,36,36,38,46,21,37,60,0
C7_03470W,0,16,14,18,1,0,0,0
C7_03480W,2121,2591,2087,1374,1883,1871,1795,879
C7_03490W,3135,3268,3468,4309,2081,1731,1516,2593
C7_03500W,364,567,816,489,652,783,743,346
C7_03520W,305,498,457,290,175,288,251,577
C7_03530C,236,435,592,209,175,342,256,474
C7_03540C,880,951,938,652,773,1149,1118,510
C7_03550C,25,5,0,7,16,6,1,1
C7_03560W,0,5,1,5,352,198,110,632
C7_03570W,1006,1476,1138,952,170,417,537,441
C7_03580C,471,414,513,765,466,333,209,621
C7_03590C,473,738,669,627,746,1224,1171,2145
C7_03600W,1114,2376,3125,1095,2182,3785,3705,2234
C7_03610C,1023,2353,2792,1486,1327,2754,2432,2518
C7_03620C,667,837,1154,432,430,804,407,553
C7_03630C,441,934,1595,918,1257,1516,2284,1256
C7_03640C,570,692,988,684,423,378,317,1348
C7_03650W,468,776,942,631,508,711,499,322
C7_03660C,5130,7687,7888,5634,6582,10130,9369,9731
C7_03670W,4106,5495,5011,3933,8037,9245,9078,10028
C7_03680W,196,417,534,350,496,759,440,1415
C7_03690W,25,61,16,43,19,23,19,1
C7_03700C,386,643,837,297,541,583,1009,0
C7_03710C,1330,1702,1718,1155,661,1030,861,1049
C7_03720C,1300,1986,2212,1653,3313,5332,5575,3708
C7_03730C,1236,1816,1507,1278,607,744,558,419
C7_03740C,0,0,0,0,0,0,0,0
C7_03760W,319,364,246,337,262,280,314,259
C7_03770C,484,598,634,428,228,430,332,59
C7_03780C,749,1115,1338,1140,309,530,377,1386
C7_03790W,888,1759,2185,1335,1389,2187,2665,394
C7_03800W,415,874,1060,381,400,842,807,519
C7_03810W,5352,8035,7415,6884,4072,7017,5419,9903
C7_03820C,128,664,670,400,263,541,424,676
C7_03830C,380,1106,814,661,1558,2102,1640,2447
C7_03840W,669,765,821,408,832,979,957,1086
C7_03850W,231,624,652,322,398,860,641,68
C7_03860W,8948,16098,13090,10736,5991,8606,5651,12868
C7_03870W,126,232,263,320,194,221,154,2
C7_03880C,256,409,400,282,349,551,380,403
C7_03890C,1447,2384,2151,1395,1679,2494,1962,3199
C7_03900W,0,0,0,0,18,0,0,0
C7_03910W,103,168,195,34,81,177,135,0
C7_03920C,4797,7225,7059,4804,12432,16156,14899,13060
C7_03930C,1600,3396,3806,2840,1608,2622,2168,2687
C7_03940C,2041,2222,2643,1058,1178,2078,1616,1985
C7_03960C,1287,1620,1453,1381,1414,1580,1387,1521
C7_03970C,341,371,440,371,338,415,393,970
C7_03980W,276,511,529,288,386,452,387,163
C7_03990C,767,722,741,676,357,687,636,895
C7_04000W,1489,1412,1683,1182,825,816,730,1200
C7_04010W,2527,2522,2980,2083,1245,1793,1111,1209
C7_04020C,4723,4328,4556,3470,1944,3036,2281,3687
C7_04030C,2143,2357,2348,2172,2021,2713,2179,2251
C7_04040C,1238,1908,2155,1559,1701,1989,1731,3066
C7_04050W,731,1069,1104,570,647,912,967,879
C7_04060W,177,437,319,258,165,168,198,9
C7_04070C,0,1,0,11,0,0,0,0
C7_04080C,0,1,0,0,0,0,0,0
C7_04090C,505,802,747,497,472,827,904,2861
C7_04100C,244,322,484,278,287,399,216,772
C7_04110W,276,321,409,197,269,434,302,27
C7_04120W,34,176,196,112,31,187,98,0
C7_04130C,1803,2224,2571,1184,2741,5239,5074,4324
C7_04140C,363,513,549,345,349,608,375,584
C7_04150W,677,750,832,537,342,508,493,1361
C7_04160W,252,240,347,250,57,123,47,243
C7_04170W,0,2,1,0,0,0,0,0
C7_04180W,1491,1855,1697,966,423,390,269,549
C7_04190C,554,773,828,492,1042,1185,835,419
C7_04200C,2260,3421,4078,2116,2669,3550,3655,3031
C7_04210C,5972,5294,4952,5522,6176,6326,5209,8768
C7_04220W,24,20,4,24,58,27,18,2
C7_04230W,3472,5379,3775,4083,3028,3374,4084,4972
C7_04240C,1726,2107,2119,1404,2827,3252,2401,2490
C7_04250W,98,104,33,54,182,215,92,1
C7_04260W,154,192,146,71,26,228,296,3
C7_04270C,1449,1410,1205,1184,763,976,876,989
C7_04280C,1193,1510,1089,1406,1187,1800,1266,2679
C7_04290W,265,340,296,181,167,369,108,14
C7_04300W,8530,8198,6442,5309,4912,6562,4613,5783
C7_04310C,1080,1739,1281,1465,359,360,146,1017
C7_04320W,138,144,116,115,21,53,3,0
C7_04330C,391,528,392,418,528,387,545,45
C7_04340C,0,3,0,4,17,19,4,0
C7_04360C,51,19,2,1,1,53,1,0
CM_00030W,107825,129776,130989,136226,70799,107832,104248,147618
CM_00050W,16315,21347,20491,21186,10341,11413,8556,11836
CM_00060W,24256,39812,32151,35736,16581,19990,16912,21596
CM_00070C,77162,87099,105571,85526,42608,48065,44467,51549
CM_00140C,128574,122334,95655,98799,63391,62793,54079,76933
CM_00160C,42165,79193,66376,67284,39007,46168,45160,70915
CM_00170C,6147,8818,12198,12407,6664,9570,6429,15117
CM_00210W,0,0,0,0,0,0,0,0
CM_00220W,5149,8321,9288,8657,6261,8802,8359,9204
CM_00230W,0,0,0,0,0,0,0,0
CM_00240W,0,0,0,0,0,0,0,0
CM_00250W,0,0,0,0,0,0,0,0
CM_00310W,49556,85179,95850,84217,49867,46160,48656,55502
CM_00320W,20062,29004,32540,28149,16428,19966,18840,25465
CM_00330W,0,0,0,0,0,0,0,0
CM_00340W,8315,17117,23273,20232,9006,11561,13861,11286
CM_00370W,4629,6358,8091,8864,4737,5110,4366,7091
CM_00380W,44839,63056,61888,65196,30266,36826,35523,45841
CM_00440W,29915,43094,47928,40862,20215,20734,22667,26409
CM_00520W,10,14,1,20,4,8,33,0
CR_00010C,2065,2865,2305,3462,1402,1494,1316,3587
CR_00020W,18,36,43,13,20,58,32,84
CR_00040C,114,146,42,168,103,125,119,0
CR_00050W,147,153,124,57,172,134,77,14
CR_00060C,1690,1622,907,779,1061,1812,891,1754
CR_00070W,1790,2396,1957,1329,520,926,966,1666
CR_00080W,3906,4266,3736,2305,4885,5957,5493,4442
CR_00090C,2058,2243,2340,1708,851,1678,1063,3555
CR_00100C,4002,3625,2405,4456,2292,2741,2069,3526
CR_00110W,1235,1471,1421,1428,729,608,718,490
CR_00120C,3269,3416,3565,2529,1212,2257,1593,1666
CR_00130C,1439,1756,1661,1535,933,1078,1297,1000
CR_00140W,645,599,424,477,302,362,336,434
CR_00150C,8335,9132,9451,7293,1935,1157,991,2574
CR_00160C,433,581,627,477,318,361,302,1471
CR_00170W,837,1024,920,934,301,447,238,526
CR_00180C,1492,1872,1609,455,352,290,260,85
CR_00190W,1387,1744,1880,946,624,653,469,1708
CR_00200W,2697,1786,1969,5257,1492,913,468,4538
CR_00210W,712,721,694,729,194,207,111,36
CR_00220W,558,636,388,814,286,195,226,15
CR_00230W,6342,7085,8142,5609,5026,6107,6047,4699
CR_00240W,221,376,200,167,237,468,182,30
CR_00250W,2221,1994,2202,1608,1249,1470,1561,1620
CR_00260W,11022,10119,8403,7751,3789,4630,4556,8014
CR_00270C,454,513,440,408,168,229,102,27
CR_00280C,894,684,743,464,378,479,340,0
CR_00290W,11785,14167,12840,9614,640,257,265,2313
CR_00300W,419,610,626,513,41,51,37,318
CR_00310C,391,482,601,696,887,1195,995,1520
CR_00320C,3699,4475,4377,2980,2020,3482,2959,4249
CR_00330C,1912,2076,2115,2198,1143,984,784,2231
CR_00340C,325,301,234,240,427,282,230,374
CR_00350W,1138,1056,754,975,1803,1960,1627,3083
CR_00360C,4891,4773,5004,4442,7284,4976,5386,7483
CR_00370W,1788,2278,2165,1581,1248,1440,1517,1540
CR_00380W,59,154,88,147,131,83,20,523
CR_00390W,1177,1683,1361,831,730,1273,691,1460
CR_00400C,768,1272,1408,868,1028,989,678,1825
CR_00410W,149,382,249,209,316,317,272,1109
CR_00420W,225,303,248,213,236,343,106,394
CR_00430C,394,402,586,249,275,450,660,1182
CR_00440C,4063,5917,5797,2993,1984,2965,2274,2151
CR_00460C,268,471,619,251,407,636,532,751
CR_00470W,428,1230,1247,956,879,1527,1279,2104
CR_00480W,595,906,905,664,821,1049,980,205
CR_00490W,1182,1940,2241,1465,1776,2422,1985,1220
CR_00510C,1739,2471,2916,2161,3686,5354,6401,5751
CR_00520C,5500,9127,10407,8683,5670,9275,8861,14200
CR_00530W,2,6,5,32,61,13,51,0
CR_00540C,3089,3961,4681,5495,3477,2258,2367,5720
CR_00550W,14,2,0,0,19,14,0,0
CR_00560W,1953,3252,3773,2046,1781,2953,2796,4290
CR_00570W,1103,1843,2655,982,1531,2225,2253,1851
CR_00580W,2951,3589,4266,2560,4778,5874,6157,5175
CR_00590W,1130,1601,1390,956,1200,1130,1016,1060
CR_00600C,658,1172,886,939,703,790,731,1809
CR_00610W,418,533,242,532,143,114,37,378
CR_00620C,2783,4671,3369,3850,207,262,210,423
CR_00630W,596,661,1190,712,311,335,348,304
CR_00640W,25921,34034,33013,19216,21841,32004,26604,30604
CR_00650W,1,0,0,2,2,1,0,0
CR_00660W,155,125,181,162,32,51,25,2
CR_00670C,203,364,382,271,236,278,215,325
CR_00680W,411,463,377,337,436,493,630,2
CR_00690C,791,1259,1517,1029,501,770,948,1770
CR_00700W,86,219,203,122,134,260,117,0
CR_00710C,44,153,50,36,25,83,23,1
CR_00720W,0,0,0,0,0,0,0,0
CR_00740C,1511,1905,2150,1260,678,915,543,1970
CR_00750C,381,399,194,368,402,478,383,597
CR_00760C,702,761,644,763,781,665,778,1079
CR_00770W,0,0,0,0,0,0,0,0
CR_00780C,11540,11570,11846,23974,17600,17530,16630,32611
CR_00790C,3,7,0,10,74,12,0,0
CR_00800C,876,1069,907,876,1038,1558,1225,862
CR_00810W,86,229,216,145,160,227,227,565
CR_00820C,442,644,715,407,497,591,536,420
CR_00830W,79,231,239,129,165,335,214,502
CR_00840C,0,0,0,0,0,0,0,0
CR_00850C,1751,1927,1704,1578,1275,1577,1423,2219
CR_00860C,8664,10075,10850,8550,21146,28470,32442,43013
CR_00870C,35,283,335,129,200,206,180,22
CR_00880W,296,605,424,343,351,435,229,1056
CR_00890C,585,588,802,429,328,623,439,204
CR_00900W,440,702,876,314,345,744,494,446
CR_00910W,6787,6215,3347,4335,8715,9843,5680,10742
CR_00920W,2046,9281,10346,6398,8997,19727,17127,17151
CR_00930W,155,360,218,349,66,191,94,0
CR_00970W,7,24,23,4,16,0,0,0
CR_00980C,2342,3353,3232,2349,1490,1826,1692,191
CR_00990W,332,553,593,474,406,584,753,1310
CR_01000C,2322,3310,3137,2036,1516,2250,2439,3162
CR_01010W,71,56,114,27,130,64,62,0
CR_01020C,258,510,418,321,382,353,217,92
CR_01030W,447,750,879,255,414,686,551,1285
CR_01040C,237,869,975,740,776,958,1177,85
CR_01050C,608,1227,1425,854,689,956,807,801
CR_01060W,1712,2413,2983,1436,1580,2388,2103,2181
CR_01070W,171,278,304,201,135,268,258,8
CR_01080W,3302,5492,6562,4350,3400,4962,4012,2758
CR_01090W,1194,1230,1093,1153,621,730,409,1311
CR_01100C,384,441,505,450,627,563,747,21
CR_01110W,3028,3203,3480,2097,2451,3228,2887,6424
CR_01120C,1316,1161,1358,762,1061,1123,988,1275
CR_01130W,2441,2887,2866,2304,855,1824,1060,3535
CR_01140C,3724,5065,4665,4783,813,1347,1198,884
CR_01150C,828,886,799,714,285,577,472,451
CR_01160W,22,9,23,9,0,0,0,0
CR_01170W,6088,6740,6526,5624,2761,3124,2601,3103
CR_01180W,1483,1899,2323,1655,1518,1287,1374,1417
CR_01190C,243,295,568,252,211,233,339,322
CR_01200W,258,314,355,277,221,204,137,981
CR_01210C,2283,2256,1733,1989,751,747,841,2413
CR_01220W,4,6,0,32,107,29,46,0
CR_01230C,764,1204,1077,818,728,923,624,2128
CR_01240C,3102,3939,3474,1994,2171,3297,3148,2303
CR_01250C,0,7,6,5,3,8,0,0
CR_01260W,1394,2946,2843,1869,1098,1500,1639,1834
CR_01270C,607,1303,1119,628,620,1003,830,1325
CR_01280C,221,826,506,326,534,789,524,741
CR_01290C,4503,6420,6724,4134,3470,4970,4035,7090
CR_01300W,323,385,496,284,214,495,436,300
CR_01310W,2198,1777,1922,1507,601,777,1041,1706
CR_01320C,1458,2585,2172,1921,1323,2498,2158,5698
CR_01330W,2099,5171,3762,2893,542,1090,759,1917
CR_01340W,56,39,38,52,13,4,14,0
CR_01350C,1239,2310,2242,1721,837,1422,1491,1219
CR_01360W,31,208,126,88,231,252,304,383
CR_01370C,1540,1874,1965,1502,1713,2323,2507,3256
CR_01380W,823,1255,1320,893,866,951,916,911
CR_01390W,1920,2263,2791,2698,2245,2842,2471,2869
CR_01400W,4528,6869,6914,5272,6176,11611,8405,12705
CR_01410C,497,552,971,566,573,723,674,684
CR_01420W,1277,1436,1721,1120,826,863,1064,27
CR_01430W,370,500,501,371,691,889,701,311
CR_01440C,4050,3640,3944,7673,7925,7429,5694,11414
CR_01460C,0,29,42,56,34,74,24,0
CR_01470W,7869,10881,11796,11410,8266,12963,10663,17739
CR_01480W,1199,2577,2621,2597,1968,2896,2442,1064
CR_01490C,1348,1860,1872,705,1345,2788,1935,732
CR_01500W,1569,2530,1733,1626,768,1008,1365,1805
CR_01510C,0,9,0,17,2,4,1,0
CR_01520W,2426,3459,3885,2310,2473,3011,3047,1526
CR_01530C,3,15,0,21,33,18,0,10
CR_01540W,794,829,786,516,500,678,805,8
CR_01550C,336,658,624,370,322,572,516,1
CR_01560W,97,192,210,205,226,228,217,851
CR_01570W,313,324,279,128,213,429,411,0
CR_01580C,797,1069,1042,809,1024,986,1067,1128
CR_01590C,1208,1384,1536,839,2128,3187,2882,2327
CR_01600C,208,719,781,283,520,733,804,486
CR_01610C,1278,2255,2630,1790,1643,2371,2517,1920
CR_01620C,46703,71942,66946,49611,44339,49661,52839,66655
CR_01630C,126,165,66,63,298,164,116,453
CR_01640C,162,124,84,22,362,40,70,0
CR_01650W,826,1043,1352,756,922,1592,1101,999
CR_01660C,1799,2299,2541,1534,1310,1681,1636,1036
CR_01670W,350,764,928,576,463,614,451,21
CR_01680C,5665,7983,7660,4963,2739,3877,2945,4481
CR_01690C,8987,11158,13536,8237,15975,22063,18855,21155
CR_01700C,640,1012,1095,848,484,762,598,749
CR_01710W,82,164,160,108,56,123,97,2
CR_01720W,1562,2100,2404,2447,975,1024,761,1391
CR_01730W,9014,8229,6384,7132,1980,1406,973,3405
CR_01740W,1808,2818,2981,1996,975,1350,1306,166
CR_01750C,5506,7415,7083,5004,2515,3854,3224,5330
CR_01760C,7001,9217,10284,7264,6785,9130,8645,8777
CR_01770C,129011,99875,112673,172795,127449,128041,153939,194313
CR_01780W,223,396,313,333,312,226,469,2
CR_01790C,834,996,1360,605,305,413,367,576
CR_01800C,222,316,382,306,94,302,136,788
CR_01810C,68,92,24,77,58,143,32,3
CR_01820W,2440,2763,3261,2089,2799,3528,2960,2576
CR_01830C,67,159,271,138,127,278,264,208
CR_01840W,9,3,0,0,0,0,0,10
CR_01850C,0,6,1,12,91,63,225,208
CR_01860W,0,0,0,0,29,11,8,0
CR_01870C,0,33,24,41,6,6,48,0
CR_01900C,159,279,108,315,94,60,122,9
CR_01910C,42,80,65,78,122,30,34,1
CR_01920W,50,85,78,18,53,14,0,0
CR_01930C,807,728,718,580,239,345,168,12
CR_01950W,610,840,834,592,1135,1082,807,1989
CR_01960C,271,469,692,472,468,840,649,496
CR_01970C,5581,7806,7940,6529,4544,5722,5516,3996
CR_01980C,2542,3826,4761,2197,1340,1520,1152,3797
CR_01990C,683,858,1107,436,401,771,609,421
CR_02000C,2378,2812,2390,2809,1603,2994,3028,3608
CR_02020C,422,300,312,479,4251,5131,3597,5627
CR_02030C,364,449,442,310,344,521,308,808
CR_02040W,2586,3116,3072,3140,2516,2953,2020,5627
CR_02050C,2081,2407,2717,1607,1505,2212,1962,1495
CR_02060W,292,516,350,470,410,528,435,495
CR_02070C,51128,61819,41696,60799,8241,12412,6756,21734
CR_02090C,2680,2481,2398,2925,2048,2128,1973,2415
CR_02100C,315,276,339,379,354,469,579,989
CR_02110W,1641,1733,2116,813,1452,2710,2763,1717
CR_02120C,506,219,136,293,242,217,190,1013
CR_02130W,220,94,177,145,57,280,171,330
CR_02140W,49,87,42,67,71,224,115,143
CR_02150W,1040,1509,1502,1103,1037,1217,1015,1369
CR_02160W,1623,1803,1680,1178,975,1135,1080,2233
CR_02170W,1442,1461,1604,1181,2056,3185,2619,4937
CR_02180W,118,192,151,87,290,250,210,1321
CR_02190C,953,1082,908,554,941,914,752,931
CR_02200C,821,671,500,524,677,1415,893,1054
CR_02210W,2861,3473,3885,2341,2108,2220,2998,2441
CR_02220C,307,277,224,715,5859,4783,2743,10074
CR_02230W,1,12,1,9,24,8,0,0
CR_02240C,43,32,81,103,675,467,376,200
CR_02250C,835,1522,1573,1000,958,1265,931,1318
CR_02260C,172,349,565,336,403,471,452,1945
CR_02270C,194,170,232,128,96,124,86,14
CR_02280W,4090,4041,2934,2176,338,188,118,369
CR_02290W,13,20,0,28,9,7,50,0
CR_02300C,6519,7244,6894,5394,886,1591,1561,1946
CR_02330C,252,318,240,244,213,173,313,28
CR_02340W,0,1,22,1,16,0,0,0
CR_02350C,1272,1646,1249,2235,724,653,433,1597
CR_02360W,3649,4545,5957,6444,649,504,423,1689
CR_02370W,2073,5123,4862,2701,913,1211,1323,1618
CR_02380C,399,616,789,429,445,788,694,742
CR_02390W,2289,3492,3406,2716,1461,1549,1405,1210
CR_02400W,23,57,9,44,91,43,27,0
CR_02410W,839,1445,958,902,539,888,370,61
CR_02420W,347,429,325,234,209,454,455,1062
CR_02430C,2267,3281,2500,2630,2507,2973,2797,1865
CR_02440W,24,21,44,11,29,41,116,0
CR_02460W,564,854,631,640,765,476,382,267
CR_02480W,0,3,0,1,0,0,7,0
CR_02490W,139,156,112,139,195,213,185,126
CR_02500W,293,503,359,320,212,343,357,15
CR_02510W,2291,2773,2128,3190,866,1737,1375,1065
CR_02520W,189,420,477,219,362,646,602,394
CR_02530W,1138,1496,1476,609,1554,2806,2078,1408
CR_02540W,1140,1972,2576,1365,1315,1647,1890,1076
CR_02550C,238,396,388,352,413,466,425,672
CR_02560C,1614,2840,2296,2152,1710,2141,2083,1168
CR_02570C,507,909,893,760,1039,938,575,1662
CR_02580W,937,955,1276,624,1080,1329,916,457
CR_02590C,775,1096,1097,679,568,668,642,553
CR_02600W,38,86,79,78,65,164,188,227
CR_02610C,1548,2404,2005,1379,1296,2146,1959,1575
CR_02620C,3664,4821,6348,4552,2213,2672,3183,365
CR_02630C,271,354,520,280,246,428,385,664
CR_02640W,2727,2184,1688,4118,4136,3289,3085,2827
CR_02650C,571,916,1015,700,753,860,840,228
CR_02670C,532,973,605,550,262,592,520,63
CR_02680W,616,968,1056,777,252,856,601,1519
CR_02690W,671,845,876,578,472,532,659,1507
CR_02700W,186,265,321,142,246,335,129,0
CR_02710W,514,761,835,451,679,1135,985,276
CR_02720C,237,392,275,184,191,642,372,593
CR_02740W,2894,2621,3258,4741,1238,987,975,2224
CR_02750C,5,31,86,84,6,27,29,421
CR_02760C,502,739,824,568,760,877,826,877
CR_02770C,681,756,1137,705,730,1014,822,553
CR_02780W,391,497,492,473,108,81,32,404
CR_02790C,423,527,701,262,591,499,501,27
CR_02800C,485,866,611,909,360,416,159,54
CR_02810W,1066,974,1190,1393,434,871,343,338
CR_02820W,5864,8902,10353,11328,5045,5893,5235,7623
CR_02850C,822,3012,2121,982,904,1045,899,330
CR_02860W,4379,5327,4981,3362,3228,4040,4983,7394
CR_02870W,2170,3109,3525,2399,2062,2641,2379,2199
CR_02880W,212,274,290,124,190,355,110,15
CR_02890C,553,1240,1380,1092,806,1641,1986,2185
CR_02900W,0,3,13,5,27,13,0,0
CR_02910W,851,1616,1221,898,399,664,464,478
CR_02920C,245,352,212,761,2947,8161,3354,10155
CR_02930W,3626,4587,4392,3237,1779,3367,2271,3172
CR_02940C,126,423,262,235,142,339,332,683
CR_02950C,1549,1563,1588,1493,1537,1658,1695,647
CR_02960W,207,283,172,199,255,322,128,49
CR_02970C,1830,2566,2282,1426,1108,2322,1657,401
CR_02980C,283,530,570,190,631,700,648,2
CR_02990C,1211,1023,1505,890,970,1159,922,1106
CR_03000C,386,544,643,353,493,757,507,2147
CR_03010C,360,383,391,310,295,601,334,773
CR_03020C,680,709,846,405,1119,1095,1338,670
CR_03030C,14796,16429,18219,13821,31591,37666,45485,39383
CR_03040C,1219,2126,1262,1177,576,994,538,1265
CR_03050C,1082,1438,997,975,621,774,639,561
CR_03060W,3204,3804,3693,2425,3675,5763,5404,4597
CR_03070W,1297,1139,1312,1114,694,1109,1177,894
CR_03080C,217,345,292,265,219,242,218,119
CR_03090C,715,1471,1495,922,1644,2265,2856,1796
CR_03100W,923,888,973,391,508,1172,624,857
CR_03110W,713,665,793,489,344,758,483,840
CR_03120W,1598,2339,2552,3546,844,1251,1226,1487
CR_03130W,175,423,385,236,326,271,301,196
CR_03140C,166,320,416,251,510,317,402,380
CR_03150W,1918,1991,2362,1803,1237,1670,1807,2486
CR_03160W,301,320,206,183,302,256,251,1
CR_03170W,5870,7831,8050,6523,8041,12239,11445,19255
CR_03180W,357,728,924,604,558,895,1031,57
CR_03200C,708,918,1063,748,727,923,677,550
CR_03210C,503,547,604,386,310,454,331,393
CR_03220C,193,340,391,283,324,216,138,9
CR_03230W,460,823,710,618,601,887,309,434
CR_03240C,480,627,918,565,408,496,413,59
CR_03250C,784,656,488,1115,298,215,225,3
CR_03260W,257,186,191,262,170,90,76,193
CR_03270W,148,358,216,125,162,237,177,1
CR_03280W,1016,1322,1367,1069,2173,3378,2820,2399
CR_03290C,20,79,158,93,141,106,70,139
CR_03300C,5,59,66,38,47,4,0,0
CR_03310C,474,632,382,537,612,561,471,1938
CR_03320C,689,769,997,823,606,603,693,1070
CR_03330W,358,516,482,390,352,482,334,113
CR_03340C,134,329,288,193,329,315,221,2285
CR_03350C,1262,1516,1665,1341,709,1056,1400,690
