Geneid,Fluconazole_rna1,Fluconazole_rna2,Fluconazole_rna3,Fluconazole_rna4,Nodrug_rna1,Nodrug_rna2,Nodrug_rna3,Nodrug_rna4,Fluconazole_ribo1,Fluconazole_ribo2,Fluconazole_ribo3,Fluconazole_ribo4,Nodrug_ribo1,Nodrug_ribo2,Nodrug_ribo3,Nodrug_ribo4
C1_00010W,12.44909983,2.727512302,0,3.498289378,1.983966814,0,0,0,12.62858786,9.371166,2.172353889,3.964569666,27.07365724,23.35781867,0.590022365,2.175864379
C1_00020C,0,6.616101535,0.227927925,5.97765952,0,0,0,0,0,0.242619185,0.674906063,0.538873547,21.7290194,3.762784165,0,0
C1_00030C,0,0,0,0,0,0,0,0,0,0.242619185,1.012359094,0.538873547,1.40187222,0,0,0
C1_00040W,7.366966392,4.603105125,6.387218439,2.639579894,1.511365288,5.085035195,9.255696416,0,0.534462606,0.45326075,5.421690964,0.604033589,1.571385184,4.686418005,4.914237057,5.304162744
C1_00050C,0.263572624,0.817341479,0.612432423,0,14.49158368,0,0,44.10256002,1.02492887,0.6519072,0,0,0,1.404227424,0,0
C1_00060W,768.8769759,567.5727917,365.3625595,563.7394992,453.690473,520.4069252,446.4413986,453.0826002,663.6989054,730.5602361,627.0212004,557.8096926,768.2556432,1108.164301,563.3710953,787.2807889
C1_00070W,383.2157688,371.3612903,227.0101075,370.3189185,371.2497901,471.3056467,337.4833441,584.6845402,19.73216854,58.904472,107.0660131,108.5300946,30.94132256,25.95313186,23.01087221,87.03457518
C1_00080C,153.6963685,107.1966455,86.7720803,139.3382257,77.83038717,80.80479665,67.49923337,28.53659803,105.4762268,113.2928714,98.13205696,146.5069596,86.22752553,127.2488067,89.08295261,123.1400845
C1_00090W,2.978523006,11.00221948,2.171244043,10.35331885,8.188163614,0.846555337,3.91552557,0,0,5.922432462,0,2.566657818,0.417320343,4.480540683,0.572969695,4.225956251
C1_00100C,16.6559631,29.08238555,6.043475066,14.06243057,2.406296383,17.8147812,11.62510496,0,0.364686943,9.402093941,0.774304357,12.91429129,11.79446454,25.74185223,1.717490843,9.852428807
C1_00110W,273.5233401,273.8903017,189.6284775,176.9374208,146.3458688,171.2676548,174.2740581,117.7598955,106.7421893,212.6201936,212.5146199,172.3383101,216.1903827,451.2690419,360.6547017,281.3957646
C1_00120C,176.5003581,111.6701837,72.71505908,87.42627615,69.80754029,76.65232157,52.95199697,24.85835242,100.0042599,79.06057451,72.59122377,75.88817865,33.54258419,65.02318581,201.6101198,33.06800378
C1_00130C,57.54291888,47.43416134,43.1243546,33.03105851,20.3448843,26.81848553,27.87716033,28.54872716,28.45497265,35.21449122,9.348269669,35.89098261,25.20161132,33.40614855,64.3335401,20.91818116
C1_00140W,72.71580898,80.94602146,59.52082915,69.07013243,54.1657573,70.76613519,64.24749283,69.33625189,66.45317598,57.66551802,57.66940466,53.10480099,79.27802985,99.68380531,37.51816358,73.12930057
C1_00150C,90.97717384,101.6618596,75.85537507,84.86527324,49.67704932,49.55375102,28.11916052,29.60492958,122.3634566,114.9186362,103.6078499,92.32506199,93.94745044,114.1971761,72.22707531,88.00826915
C1_00160C,216.7225902,213.5699353,261.6571131,215.812652,282.3004416,245.548323,283.0138916,278.9486922,265.870043,226.1006779,224.1079267,206.1215811,421.0363908,486.5137396,569.2106665,379.0223878
C1_00170W,10.98072593,11.02353501,15.95153008,4.625451065,66.72620273,67.34162972,65.43917436,90.76082574,10.822496,20.31723024,7.949582179,9.544089246,111.3680992,128.9193301,112.1416797,114.9999417
C1_00180W,1510.756665,1854.587901,2095.256345,1733.142945,3798.736382,3547.331882,4030.284191,2185.986321,1471.925361,1386.155374,1447.681577,1182.579914,3315.50829,3153.847763,4619.609745,2839.242744
C1_00190C,116.8575925,202.193462,257.7139267,233.0693116,561.5838153,461.8315175,397.35618,445.3344084,246.9139333,42.18531318,28.61080878,130.4611124,66.85713428,24.71620874,391.3954144,136.0836423
C1_00200C,12.86448941,19.12674101,13.92215566,19.03720266,25.99919302,19.21905614,20.741662,0.907297747,10.4504012,1.88876214,0.202079432,11.29441358,16.37011833,1.126647584,0.384200609,3.778245124
C1_00210C,229.0991285,184.2974744,209.3723582,181.7587116,242.2691917,264.3396783,266.0556998,297.1086164,275.3051794,346.51453,290.0345827,235.0071117,499.1995027,586.5488524,333.5213822,521.3140946
C1_00220W,1977.573556,2318.195952,1929.758337,1696.106108,650.0531265,741.0802686,661.1926541,864.5962171,1732.408015,3041.31044,3351.57165,1806.117261,786.1341671,1147.853999,1048.507808,1187.460438
C1_00230C,30.3299995,36.9623709,37.2392185,20.20742772,33.05692273,27.00168503,37.52795041,78.33567476,25.29706388,19.55927509,34.4502666,15.46257304,23.39656545,10.71133679,2.75517708,12.77753334
C1_00270W,0,0,0,0,0,0,0,0,0.270336743,0.534949333,0.21258509,0.339473855,5.519603923,0.19753658,0,0.993666913
C1_00280C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C1_00290W,0,0,0,0.209478406,0,0,0,0,0.264671003,1.234524862,0,0.747808051,6.268551377,1.692220174,1.483888581,0.24321039
C1_00310W,12.62952157,14.65502061,10.7285429,11.24718843,34.75675195,31.1018059,19.1501128,27.6347772,13.42636156,19.11180449,17.75256942,8.952254084,17.75799023,56.95425638,15.45477935,38.21410559
C1_00320W,69.94811947,56.33630932,61.92699432,58.75332161,42.0193997,44.66044544,33.21796356,35.57508648,62.14452532,61.51329477,58.04083981,46.07541541,13.18973045,48.5493629,9.531130503,34.10713908
C1_00330C,135.5497174,93.23625178,122.6840435,75.97643078,67.34034727,96.65329458,128.5768188,62.89237019,3.451956954,49.89469707,37.35415992,65.30433769,54.79083095,45.56706071,9.087746843,48.40836473
C1_00340W,34.37837252,48.66477532,40.25854167,21.55849041,21.50364031,40.81816754,33.38857068,65.69421038,28.51616614,44.20771987,41.4401031,34.59150978,66.79333244,145.9001353,24.94081634,104.7110166
C1_00350C,105.815728,118.4778075,95.59324448,54.04542872,110.1873784,56.81516019,68.9554533,4.146676677,98.72228417,176.2751864,139.2387786,65.30856976,128.1810678,94.57093316,7.518368812,23.34819741
C1_00360W,17.42704453,21.92148245,22.79381226,10.26790976,4.411774078,8.799413803,15.55815544,0.043639601,48.71564878,25.32520924,18.89510497,10.30610727,18.73553611,10.2599704,0.960931278,8.541200666
C1_00370W,64.81362985,50.74690646,62.43770271,55.97263006,57.32397731,49.85670582,54.04674922,0,113.4781619,30.30674962,79.86867065,61.40865355,97.54197077,34.70234368,22.84767454,26.78936569
C1_00380C,47.98902064,56.26127618,51.0666952,65.04453943,45.46983767,39.82775712,54.45651542,23.90144758,42.59580012,52.4191046,49.85266698,55.15664131,49.69715972,34.64171058,69.05993933,36.49860449
C1_00390W,37.6659527,22.69779378,17.4212196,32.7301763,16.84157023,8.813796423,10.42744489,21.5412582,31.47501159,15.46077211,15.04055125,30.67067496,17.17952398,9.677783598,7.192587555,6.085261132
C1_00400W,575.4869123,507.9246918,494.0396182,465.0191531,180.8912818,148.7182128,139.8314148,142.9924134,402.5837623,546.7453921,552.502595,456.3158394,153.4981641,215.7791389,64.60384828,156.2514944
C1_00410C,53.91614246,70.89473484,52.78907492,65.82064468,36.3571277,32.21200104,25.40197213,15.37548702,236.0950242,124.1944717,69.10544636,85.92643727,170.0021345,179.5238525,106.7918215,61.95876456
C1_00420W,148.3874534,115.8093581,136.5145387,134.6684771,124.6997171,119.2866866,137.5666338,354.0939353,258.8672026,182.1642776,205.952118,241.2351883,327.5777831,321.4297532,31.66042395,314.502252
C1_00430W,42.65023568,41.75758958,33.15273263,36.1647483,35.37627312,24.80954621,22.50324859,13.31214227,54.75232351,43.77432046,43.15351645,42.65930536,59.63521797,68.14061015,7.813809691,47.33975204
C1_00440W,120.949127,86.92188569,120.3459441,88.03462203,115.6864532,99.93814714,90.0989044,54.54356938,1.716507088,59.68431938,0,53.34848113,0,25.39879312,1.92473315,26.02587297
C1_00450C,131.3204708,188.5134753,202.2193917,180.0538743,112.1241061,115.3872247,157.2852729,47.37024187,177.3810456,109.8433649,158.3962846,147.4757399,59.19916642,58.82255167,192.1255478,61.80484156
C1_00460W,200.6787428,234.1130494,125.1668918,188.4065452,130.4050336,152.1701664,141.9455914,189.8430286,176.0967809,61.84472416,63.89140563,149.7282305,21.83127799,30.58384981,9.991254044,32.3205319
C1_00470C,56.42607585,68.5916998,74.5670591,60.31891801,41.74769871,45.85607428,32.24558245,72.46925883,28.4718804,48.24157298,54.84716855,64.08629156,37.73128193,37.4874677,18.74048077,28.96059328
C1_00480C,61.09932908,70.72356746,67.24260558,54.31041256,45.98955315,67.76195394,51.9739745,75.78135693,76.61343304,65.00370824,59.74104853,47.76705755,55.91940841,69.37053684,66.20265483,73.25673819
C1_00490C,599.2313313,516.8766942,666.8814932,555.080135,393.1974229,520.6393271,543.628664,956.3334683,472.7334277,485.6899628,491.6308396,633.8510619,313.4621877,1147.939463,337.2530959,866.2660061
C1_00500C,439.3296946,397.9288531,368.9146021,365.2100551,262.8281952,306.9819247,268.3889764,308.7508051,457.8631748,476.2478952,437.8713246,377.0166331,238.4630153,422.5141783,340.3636317,451.575244
C1_00510W,103.2405982,76.97561058,104.0794879,81.07550656,66.32461179,61.87843099,58.77520286,98.24384962,7.500615822,41.95253304,33.59907349,57.5223017,28.00345961,19.08472726,15.1188761,29.04669054
C1_00520W,61.14206151,61.31815044,57.02893622,46.84404661,37.78903313,55.22333238,43.12399656,0.837206075,59.18634312,54.37689456,45.6474019,48.11932624,43.37982276,47.82207987,134.7175527,48.80908937
C1_00530C,47.34787681,49.4106448,47.08563876,44.94867526,29.56244907,27.65200256,33.81832658,70.27768594,47.02699875,55.87443144,36.09147771,45.98184863,29.008945,24.38696092,21.18220245,33.83149852
C1_00540C,28.52244577,35.01847264,35.16903153,22.14622066,32.49918393,22.4378351,22.21708279,26.75957601,36.51058982,32.49212958,39.53778324,23.69453871,17.00765973,21.18586243,13.46018916,23.99964251
C1_00550W,30.75077705,27.89815418,19.18332716,18.0347226,23.90550434,12.02484202,13.82955296,12.40061376,19.41637747,25.27993305,30.41926027,20.54210988,15.1937312,9.468854299,11.94088803,12.61517113
C1_00560W,32.63668446,59.73521991,27.48618948,39.97055389,42.14456237,36.66530549,45.27084143,63.54228327,73.73969993,60.92804297,57.72869147,34.89606369,61.29547481,61.47665953,13.41278563,48.86000408
C1_00570C,39.37361349,39.29036139,34.49214478,34.52959432,20.21969559,13.86662022,13.43868251,75.99449252,12.41514694,17.10567766,18.96635412,18.02483223,26.40907249,15.51826701,0.997220898,10.00284695
C1_00580W,57.29117648,49.03430924,41.39166513,56.79077838,37.88336632,30.43393258,15.29581118,67.84154269,44.5565096,30.68301126,6.622175566,40.78870767,23.58028211,24.41826922,4.196771979,12.28310537
C1_00590W,703.5025663,573.0702316,556.2129346,606.2393496,503.0344196,554.2402702,598.4992086,462.0760288,649.9202554,887.4044663,955.54072,762.2682485,464.0284987,735.5902866,621.2243147,528.5792812
C1_00600W,43.6210712,42.00678003,33.07490156,33.04632732,17.24862537,20.21667321,16.05827914,26.35128144,17.91919876,24.7590351,23.33099681,27.96055961,15.76632133,17.31026153,2.894745755,16.0127172
C1_00610W,250.5885621,207.8114262,209.1244962,213.9985406,113.1449087,100.7632502,77.81387146,96.74224062,183.156111,172.9396738,124.6468524,196.3963386,150.7328096,115.0256478,158.6415346,113.5557586
C1_00620W,123.0318398,94.95046816,91.42251655,78.06559085,66.54261023,61.36129828,55.88606145,77.27352455,90.01883536,124.3133313,119.9722766,84.86518302,68.0835002,88.71060329,82.58632469,64.95276129
C1_00630W,41.07464856,39.0196384,40.61714465,43.88763038,7.220061047,8.499566757,15.33098823,0.775842675,22.18374099,28.39747273,15.60145066,38.39550566,15.0751046,11.28568006,1.314140721,14.30795668
C1_00640C,81.45051451,76.23917667,82.17359315,55.72002199,95.43964253,82.07292234,81.64028922,44.217188,54.42591406,63.55475811,70.04370697,56.40047659,61.16974529,74.15321436,145.2951795,61.41622706
C1_00650C,184.0441396,145.799407,121.3857996,105.1614805,98.68634926,119.6893263,87.27977153,96.70748704,108.1170071,97.49467448,123.3977096,107.5805162,84.43986737,64.92189887,143.4325335,70.30147621
C1_00660C,72.98853106,68.74114286,74.81202288,55.89799988,55.62513889,42.84827746,31.6113431,42.18692575,99.47959613,40.51675682,62.00766941,51.9517209,22.14023525,42.71847054,82.99962605,42.24078049
C1_00670C,13.98604964,13.36428495,9.788904545,12.9563625,26.69687383,16.58152185,16.75292729,70.15307772,7.995309332,2.719888752,7.352923946,8.763785577,14.49831006,2.326984944,3.140354087,8.59227385
C1_00680W,14.2807311,12.73185048,19.93711596,9.922121111,17.33926238,11.38512231,10.55839072,5.192649882,2.741895991,4.532892231,3.60267877,8.76034475,9.183996802,2.891153754,17.0070993,1.148159296
C1_00690W,22.55062478,33.1201933,39.53949679,30.70755351,20.41662905,18.88766691,18.24893389,11.39787735,21.47573416,25.05665319,23.44049299,26.73697295,13.00952426,8.960248675,7.545549168,8.26090883
C1_00700W,194.2650045,220.594208,279.5285164,191.016643,150.7055365,159.0172902,161.0817244,119.841443,312.5726556,419.5054024,400.6277909,275.6608918,198.4537937,88.0833566,338.1590378,144.0026607
C1_00710C,348.8487332,425.6259834,441.7082836,364.4646732,337.3363876,349.4905844,380.4877064,426.426395,552.7706266,483.363552,613.5652783,426.0004672,293.511774,315.0045002,546.0280833,397.1531802
C1_00730C,97.74727095,112.7931241,102.1959649,81.41122537,62.79186554,61.75600334,53.25654847,25.72220397,179.4014289,126.4310322,114.3407233,98.22289702,59.94792334,69.13834776,44.02462045,62.40879239
C1_00740C,116.110677,155.066348,178.0486104,147.1683111,276.4841624,276.9533183,288.0052737,187.513997,117.731961,42.41685663,41.45865317,92.87707541,23.04668305,24.44464318,28.01323574,62.73659309
C1_00750C,109.0738745,101.6769753,81.65548235,85.30014229,59.60351845,42.15595721,29.74534567,68.40918722,110.1471082,99.87926446,94.05667702,67.85789528,42.59511853,32.09085867,54.22424916,44.37929137
C1_00760W,102.6970412,137.3432257,146.1122072,98.78274665,68.74127938,81.68182173,75.05889686,12.02480232,70.10115668,106.5774008,141.7287323,87.43776934,75.16339544,67.5439803,162.0379228,77.89395769
C1_00770C,109.1311585,153.1312901,178.3689072,96.18434999,106.0973742,95.19236549,93.36575928,122.2942651,125.1355352,195.1495473,258.4638925,101.1914231,77.1887249,44.83817674,122.3229345,83.4467137
C1_00780C,11.61737086,9.198431362,11.93334002,10.47485613,9.601513053,6.480066988,3.339876115,4.6548749,27.62052083,5.840704933,5.822926252,7.438832977,18.29002178,14.46381023,7.803531964,2.655372492
C1_00790W,19.51276962,19.1455219,12.8107721,14.63827374,12.71202207,14.57350436,10.2204079,0.39242719,33.12225601,24.82219997,9.352229317,11.72422614,15.2502076,11.69522522,0.997053719,21.44858768
C1_00800C,356.5658381,422.37607,372.8080303,252.6909826,139.4836887,173.3103268,156.3324604,32.55879204,381.6741937,384.6608066,399.6499199,244.4193241,96.34940322,79.97968779,168.0898623,131.7439727
C1_00810W,27.41155291,39.02805562,45.93243173,34.15141631,20.85177875,23.83289889,25.39379114,17.07560657,31.1749198,32.45049173,16.82472346,27.67154712,13.81148891,17.50603522,5.554761275,21.42648286
C1_00820W,37.85518272,53.1564512,47.52196816,35.26029118,39.7055561,23.54878272,24.76785536,17.40153112,14.79825714,24.38429685,33.14992895,25.79590042,36.41625555,7.967598776,4.657797697,15.38761065
C1_00830W,28.92679461,41.73946469,30.30157783,25.81386135,13.6975243,11.75071821,9.451097361,33.49130129,39.7374439,45.2630646,41.47641885,30.92002278,15.49420871,11.45396464,1.709897385,13.9714559
C1_00840C,32.62760477,62.17391687,41.06157853,14.93791847,19.60209759,35.34087375,24.823102,16.94739727,52.85238301,63.70005322,105.3799186,15.76737133,41.29451244,36.45267063,96.55622042,38.39130221
C1_00850W,150.5604604,84.54150459,98.3174144,45.10278765,46.44433787,38.3877998,21.61142984,69.73778801,261.6331274,174.6133024,89.94038196,57.32377779,58.44905573,93.22618057,122.8734595,63.61316491
C1_00860W,31.00519727,43.60174731,47.03588927,43.64385692,31.6420857,24.22160508,13.36867373,22.06771946,43.77168692,53.43628754,57.78652742,38.73052727,29.95992378,24.84183476,2.18334267,41.65390417
C1_00870W,97.17859167,86.87762096,79.44548785,64.9352412,49.09654183,56.55101851,48.43218713,81.54267677,96.00993762,94.96560728,91.76208864,58.59853238,48.97892675,67.80689793,23.38825494,57.82636181
C1_00880W,2.006421912,3.287060236,2.111132583,1.887503345,1.838597056,3.057296285,4.681351512,0.024363324,25.98271491,6.117397289,10.28838378,2.772888026,37.96173088,8.712991477,8.088366535,5.782980099
C1_00890W,26.08687016,29.08787727,32.60931604,30.18406015,28.36811377,24.33145295,20.4476459,13.22892007,40.96982182,20.65655111,32.84859408,26.53004358,19.466488,13.37043779,8.998979322,19.91167766
C1_00900W,42.17365046,44.96952367,44.92743862,39.06872329,75.10949864,70.88983211,84.75152079,1.893582123,71.91873766,88.36908462,147.6531198,27.19609268,252.2981186,130.333509,164.7989739,92.74747641
C1_00910W,38.39374558,21.93199635,107.9922506,20.52329769,3.703404719,61.37123074,1.505302052,0,0,11.66189547,0,18.50132511,0,0,0,0
C1_00920W,20.8253021,28.74357134,30.58601462,21.45664648,26.07642529,19.34069573,20.94143035,15.54733584,32.26738274,15.63440233,14.83965913,14.64766184,13.90638815,9.845920194,6.564819109,14.23002104
C1_00930C,141.0292492,125.3606412,130.5033498,114.9529068,105.1321526,97.99049873,90.35316412,124.897147,144.6297906,102.6301741,91.14531096,106.6580756,85.20718042,84.90005314,97.72006484,86.18026877
C1_00940W,3.637302212,167.7797721,505.6854517,67.16715607,129.9895057,236.0002782,285.8568597,0,0,26.98895808,4.170919467,109.8978711,60.64499222,54.25934767,15.85980116,53.61329831
C1_00950C,81.20241807,97.07559976,113.619321,98.16989493,136.6945415,110.5610211,141.9347548,89.1245284,138.7228265,110.4411968,134.8245661,114.1610948,109.2216647,176.8556142,111.9288496,156.8383364
C1_00960C,34.2292688,37.96223961,31.36736873,30.92732895,28.28517825,26.73271064,24.78287115,49.6213926,27.279435,16.31942836,11.42161711,17.54462606,15.35453455,14.49200179,31.96651609,14.76950367
C1_00970W,18.30460529,18.7683364,17.83610011,23.44308207,40.58113938,18.7482951,26.39165936,161.8819492,0,3.407696727,0,6.487477635,11.25139002,0.629166833,0.643660761,0
C1_00980W,83.11351393,137.8482846,112.5978464,125.9384176,195.5786903,150.7184322,126.2008807,145.9290183,153.4333207,37.484664,17.93229707,75.83186437,46.21490535,46.59441252,156.8933355,68.2971953
C1_00990C,47.70425505,51.59335745,57.22415453,42.82232465,31.78715741,36.97260725,41.1520723,22.07792128,25.16311565,23.16086105,19.99015807,32.83865379,35.49033825,31.1258286,19.677093,21.54443953
C1_01000C,22.42272649,24.06479806,28.85073222,11.59914743,9.83856314,14.87227251,12.13309727,0,44.59058012,21.97895961,3.601396327,13.90942996,25.05128766,27.00515439,5.652840774,17.22515608
C1_01010W,406.0876936,349.3152441,427.3940799,327.2246065,256.5676058,212.5729911,247.5063951,284.6006918,161.8779884,306.6053286,254.2211064,293.174844,173.5490849,143.6812701,306.4787964,173.9203733
C1_01030W,121.4132158,114.7941226,116.5279918,75.0221386,98.26470926,97.87046918,117.3882609,77.91832384,97.56203173,164.5685249,182.063945,86.59863937,150.6619955,156.5103899,40.81566474,108.0821522
C1_01040W,135.8960463,122.1702776,131.4020688,117.5159958,62.52786404,120.6733969,110.4363781,184.6221914,87.42254663,104.5780673,81.70521547,78.91560472,35.92712809,50.0530543,136.3930372,40.03865449
C1_01050C,98.757612,125.8602801,113.6907193,104.6372609,118.2726804,166.5690033,143.1153643,73.22323579,34.71300264,133.3282411,134.595695,126.6544719,169.2438316,128.8055731,149.1268395,149.2070482
C1_01060W,1276.276302,1038.636684,932.4602617,893.9878507,1118.138897,877.4168144,893.867175,626.6592123,777.7368455,541.6533948,813.1120607,645.9275128,510.7896666,417.0379921,1060.211187,556.4410506
C1_01070C,63.15432926,68.20712468,86.3598163,73.05634657,87.1403838,92.49555138,62.4391921,91.28482455,15.19597507,24.85678092,6.881240207,46.34685326,24.78269848,16.03688999,25.74369001,24.51234549
C1_01080W,19.14677758,17.83954353,18.04960206,17.9487249,11.75050016,9.740253429,6.629920179,50.38131495,24.7042176,11.15126514,9.400011678,12.00858706,15.89901829,9.296112136,1.340372764,8.787521821
C1_01090C,176.7398211,134.8390529,183.8856188,216.1561204,136.0496225,133.6345869,133.3834464,50.11500344,12.21528862,22.08187479,30.14437251,116.2555992,13.78295278,30.12450796,82.72328103,25.69893638
C1_01100W,129.7419748,128.1856552,123.1904693,145.4223876,41.22633655,38.3828633,34.3666079,38.03723049,112.814914,58.43644725,48.92125162,111.6521724,37.98111165,13.17000767,12.48923301,17.68684724
C1_01110C,65.34616205,67.82073428,76.30915142,66.90248689,115.8692212,99.07726153,103.8421153,86.84158273,90.1030945,82.27807159,97.27275699,59.9753989,132.6340523,95.70387817,104.2737948,104.5634301
C1_01130W,62.19391901,39.45718455,35.00247069,33.52281161,72.77257283,35.61032181,26.99193608,37.90786296,56.58744799,25.95439944,35.34464325,35.95372105,43.02175047,18.50565091,27.62073332,32.63009163
C1_01140C,252.4761549,181.4082081,155.9397697,316.9417432,122.4875112,107.8576968,97.98847077,168.4866777,146.1842776,116.6936771,75.8459907,223.4013359,46.7136738,52.41371964,86.05674087,81.0738609
C1_01150C,16.48261232,23.34580437,26.98684058,27.00171045,22.30540127,32.66713911,28.67557237,4.610044037,14.1304964,18.74949924,10.88586056,22.73222087,28.9061763,20.7863248,50.26313655,15.56304679
C1_01160C,17.84300928,27.44376249,30.22639981,24.66789572,31.7393054,41.09759036,36.03721545,30.76481955,45.73059467,27.37599805,48.79932011,31.27558735,56.13593568,30.90773814,144.8891855,32.22014493
C1_01170C,21.28535141,21.52631323,22.15967,15.82861596,23.01937033,20.5955177,20.94153867,0.493637323,12.56467262,13.65953171,4.002042087,16.36325548,22.83733213,16.38699646,29.43193804,13.77282691
C1_01180C,8.035160181,3.392181663,1.448030292,4.921477971,3.462829216,1.043354853,2.281658623,15.07816931,12.29712886,0.885464504,0,4.224712032,7.011200825,0.93246598,0.260167342,0
C1_01190C,30.09406414,39.37308745,41.30534151,38.92244983,19.61263423,29.70979901,13.69746568,40.02846638,33.04945784,44.11394138,48.27201984,33.23742605,11.68849701,44.35094366,16.69249228,45.47528258
C1_01200W,33.2157051,33.60306946,36.25735153,39.09377874,40.22087062,21.06897894,21.61653023,23.66667734,5.012149022,14.93367949,12.97526377,29.15838543,16.5185987,13.12632058,22.82880309,14.91771745
C1_01210W,73.91844512,43.17307571,49.11255449,47.25990934,31.50951067,18.06003735,10.65072207,13.98608036,35.02646068,36.18802468,35.24951594,47.78054479,32.5224436,28.94563134,14.18280174,24.1397784
C1_01220C,89.36324947,68.94114728,78.60038749,104.9688057,30.8380345,18.35440037,21.69193657,0.673296698,69.75387793,59.73107533,96.27505865,91.95672997,15.57449122,17.18596651,3.991560694,39.4868274
C1_01240W,36.45141226,41.50738349,45.59717778,55.07996311,19.75415233,10.82172956,8.350533368,0.655835483,56.16455585,31.8619644,27.77616628,47.08268251,25.95336798,16.87251882,1.196321208,7.983171378
C1_01250W,111.622937,101.7242245,100.3336807,105.268546,97.38222394,107.0617646,111.1297348,119.8398245,108.792995,95.57308972,101.4784926,112.4371124,137.0328253,156.5134325,176.1621371,111.4115739
C1_01260C,32.03469168,36.41721128,27.25953163,57.69690539,50.94375449,26.3756151,27.9301305,19.78425086,52.50938903,30.91152387,38.21695563,48.13851888,41.05957496,24.79692598,2.505497813,28.87402968
C1_01270W,39.17838819,56.52780405,60.50213392,64.64392181,34.68248369,38.26891677,54.58721671,41.40028574,17.63300167,47.60352942,46.31273611,54.02780576,60.33969353,39.29782731,4.415752483,39.21185382
C1_01280C,14.865496,19.49359427,35.27610757,15.33163345,47.09764697,28.8177953,28.15569317,7.124259696,0.307478661,20.46988608,10.69931516,15.34805578,1.506707881,24.43355718,0.861945715,35.17710482
C1_01290C,18.66362632,27.19741611,24.56345475,17.94492885,14.43427707,11.38118626,16.41197377,13.14006563,8.901400473,16.86231413,15.36739233,13.68327169,10.02728046,6.653827632,2.868164272,8.273657146
C1_01300W,275.4257745,231.046609,295.4248926,272.5025877,207.1123738,190.7772921,190.4250602,251.6164787,174.3304774,149.6497569,152.9939872,222.6575657,75.32632188,138.9901058,172.0818984,129.8307671
C1_01310W,1.813469764,1.60673966,0,0.717597821,0,2.503488433,2.894811639,0,0.25185218,0,0.594148072,2.371964757,8.021824367,5.796938853,0.564807734,0
C1_01320W,184.706753,195.8694772,174.3450203,150.114096,146.5190492,145.8469614,136.9136058,152.9310602,210.9368817,195.9577748,201.1560909,165.4898103,100.9218919,128.5220717,100.8385097,128.2400069
C1_01330C,71.34508619,76.2278781,71.73584345,81.08445909,135.8663493,186.4177995,138.8592828,249.5269418,257.8862129,111.5449488,53.25211018,63.65933831,102.57865,188.9457109,131.0809172,150.528843
C1_01340C,39.27232099,27.58527492,47.90582509,17.92746557,19.96618197,16.73760838,32.13492642,21.42932083,16.82591562,13.11057813,17.93293877,20.27101707,12.55589901,12.35720133,2.011206668,22.36830628
C1_01350C,830.7812813,814.9085393,828.7857887,912.1101688,1070.430904,1076.93992,1274.189561,1122.742732,1083.087646,1222.094811,1152.055407,1083.379912,1692.407776,2247.356533,1924.768968,1894.811156
C1_01360C,141.6542506,138.4717869,125.2470878,180.4957702,217.9798671,212.0441784,220.6526695,294.8731475,123.7937733,106.2683098,81.87213593,137.134917,73.70623036,174.7734555,52.38860173,235.4500363
C1_01370C,577.5208053,543.3119159,658.5947023,502.8388636,1373.174048,1605.01709,1921.611012,1220.433,312.3970167,263.5725527,265.2270521,477.5626545,745.7383166,868.0369524,1195.485314,849.9885121
C1_01380C,27.97924779,31.17044277,41.48033931,24.50240499,37.43091822,30.07462223,27.56479419,46.97463491,19.98475883,22.58324443,17.02166195,19.75068059,21.36640947,20.76656939,50.52226734,18.03041581
C1_01390C,52.55575823,57.81023874,55.95713096,38.79460215,28.01908755,26.80059291,31.50632203,29.15995462,46.47493658,30.98236811,50.76500343,29.07451853,17.25777922,17.43533311,2.909847239,10.9631047
C1_01400C,99.03286915,101.813621,82.65373903,92.25833506,38.02375018,33.58343406,23.74743755,28.4195376,59.03501936,47.04971619,38.17350145,69.47566566,5.725922911,19.54539309,19.36901003,21.00834573
C1_01420C,77.38772347,62.08288789,71.10457797,52.6571781,27.29164105,35.10086427,18.46879739,0.050976224,107.7280148,68.11237727,118.3516565,57.72800221,42.07265202,43.9726234,24.17652615,33.54015336
C1_01440C,0.644403935,1.38771068,1.330955502,3.768236118,0.393669006,1.334395944,2.080161498,0,1.392127796,0.059030967,0.164209428,1.573341033,6.480623465,1.678438764,0.858552228,0.959436262
C1_01450W,134.5760742,85.90046648,101.9660216,89.74267817,67.18825163,65.88484045,58.06165059,57.26503735,149.9457626,73.53005236,43.74637442,76.53343181,55.89005696,52.90472412,39.9629377,48.29902907
C1_01460W,41.89231155,51.4396503,51.39151013,31.32796458,25.37108606,29.10345338,24.2645704,22.12723161,22.60580056,34.23972294,13.7301412,26.06753866,17.38461042,19.44261155,37.97278262,20.04537612
C1_01470W,118.8861435,92.16679528,111.3544132,73.91836691,128.7496938,99.83621141,95.76835471,48.6885393,112.3323546,101.8108776,129.671836,61.57154122,84.22032773,77.20057065,63.7068315,100.8400595
C1_01480C,1233.382855,1080.646662,1123.644937,1103.961705,3749.442457,3542.345902,4433.666949,3406.19135,1069.18182,844.608576,852.4662112,918.6162521,1278.119484,1684.987023,2578.430211,1245.064642
